MODEL,CONSTRUCTION_LEVEL,DATE END,REMARKS,NQ,COST CENTER,TYPE_AUDIT_DESC,PART_DESC,DEF_DESC,Cluster,REMARKS_Column1_Similarity
RWD,Serie,1-Dec-22,Left side wiring harness not clipped to FEM.,3,CHAST5,CPA,"Wiring harness, engine compartment, left",lose,Left side wiring harness not clipped to FEM.,1
RWD,Serie,1-Dec-22,"Wiring harness for 4x4 transfer case loose, not clipped to transfer case.",3,MARST4,CPA,"Wiring harness, transfer case",lose,"Wiring harness for 4x4 transfer case loose, not clipped to transfer case.",1
RWD,Serie,1-Dec-22,Front right door paint chipped on the edge.,3,TR4ST9,CPA,"Front door, right",Abplatzung (Lack),Front right door paint chipped on the edge.,1
RWD,Serie,1-Dec-22,Top of rear left door leak coming from behind apex seal.,3,TR1ST1,CPA,"Rear-end door, left, inside",undicht,Top of rear left door leak coming from behind apex seal.,1
RWD,Serie,17-Feb-23,Wiring harness for electric steering column not secured to front axle.,3,FAAST1,CPA,wiring harness,nicht gesichert,Wiring harness for electric steering column not secured to front axle.,1
RWD,Serie,17-Feb-23,Front right side of center floor mat not installed properly against seat box.,3,TR4ST7,CPA,"Floor mat, front, right",Einbaulage fehlerhaft,Front right side of center floor mat not installed properly against seat box.,1
RWD,Serie,31-Jan-23,Windshield washer fluid hose incorrectly routed at reservoir.,3,CHAST5,CPA,"Hose, windshield washing system",falsch verlegt,Windshield washer fluid hose incorrectly routed at reservoir.,1
RWD,Serie,30-Nov-22,Rework visible around upper sliding door guide pin.,3,,CPA,"Guide pin, upper, sliding door, right",Nacharbeit sichtbar,Rework visible around upper sliding door guide pin.,1
RWD,Serie,28-Nov-22,Right side of engine wiring harness not clipped to frame under fresh air filter box.,3,TR2ST4,CPA,"Wiring harness, engine compartment, right",lose,Right side of engine wiring harness not clipped to frame under fresh air filter box.,1
RWD,Serie,31-Jan-23,Battery cable grommet not installed properly.,3,MARST4,CPA,Battery cable,T??lle schlecht montiert,Battery cable grommet not installed properly.,1
RWD,Serie,28-Nov-22,Cargo area wireway cover on left sidewall not installed properly.,3,TR3ST1,CPA,Trunk/cargo area,Einbaulage fehlerhaft,Cargo area wireway cover on left sidewall not installed properly.,1
RWD,Serie,28-Nov-22,Front left B-pillar trim making contact with door entrance trim.,3,TR4ST6,CPA,"Trim, B-pillar left",liegt an,Front left B-pillar trim making contact with door entrance trim.,1
RWD,Serie,23-Nov-22,Gap too large at top of instrument cluster.,3,PACST3,CPA,Instrument cluster,Spalt zu gro??,Gap too large at top of instrument cluster.,1
RWD,Serie,15-Feb-23,"Rear right spare tire bolt cover damaged, causing it to not stay secured.",3,CHAST7,CPA,Spare wheel,besch??digt,"Rear right spare tire bolt cover damaged, causing it to not stay secured.",1
RWD,Serie,15-Feb-23,Right side of rear bumper screw missing.,3,TR4ST6,CPA,"Plastic trim, rear bumper",Schraube/Mutter fehlt,Right side of rear bumper missing screw.,1
RWD,Serie,23-Nov-22,Top and right side of radio trim flushness not ok.,3,PACST4,CPA,"Front plate, radio sets",??bergang nicht i.O.,Top and right side of radio trim flushness not ok.,1
RWD,Serie,22-Nov-22,Leak at front inside left triangular window during rain test.,3,FDPA1,CPA,"Sealing frame/bonding, triangular side window, A-pillar, left",undicht,Leak at front inside left triangular window during rain test.,1
RWD,Serie,22-Nov-22,Auxiliary alternator pulley making contact with lower coolant hose.,3,EPAST5,CPA,Guide pulley,liegt an,Auxiliary alternator pulley making contact with lower coolant hose.,1
RWD,Serie,22-Nov-22,Front right Rpm sensor and brake wear sensor not attached to strut bracket.,3,CHAST9,CPA,"Rpm sensor, right, front axle",nicht gesichert,Front right Rpm sensor and brake wear sensor not attached to strut bracket.,1
RWD,Serie,22-Nov-22,Swivel seat label missing from left B-pillar. Part # A 906 817 19 20.,3,TR4ST9,CPA,Information label,fehlt,Swivel seat label missing from left B-pillar. Part # A 906 817 19 20.,1
RWD,Serie,21-Nov-22,Leak at driver side triangle window.,3,FDPA1,CPA,"Sealing frame/bonding, triangular side window, A-pillar, left",undicht,Leak at driver side triangle window.,1
RWD,Serie,21-Nov-22,Mercedes emblem on right side of the front grill is not flush.,3,Supply,CPA,Radiator grille,lose,Mercedes emblem on right side of the front grill is not flush.,1
RWD,Serie,21-Nov-22,Fuel water separator line has an extra part.,3,EPAST1,CPA,Fuel line,Extra part,Fuel water separator line has an extra part.,1
RWD,Serie,21-Nov-22,Right side of NOx sensor upstream routed incorrectly.,3,SLAST4,CPA,NOx sensor upstream of catalytic converter,falsch verlegt,Right side of NOx sensor upstream routed incorrectly.,1
RWD,Serie,11-Feb-23,Upper front left brake caliper cap bolt missing cover.,3,FAAST1,CPA,"Cap, bleed screw, brake caliper, left, front axle",fehlt,Upper front left brake caliper cap bolt missing cover.,1
RWD,Serie,11-Feb-23,Emergency exit window fastener cover missing.,3,TR4ST3,CPA,"Emergency exit, side window",T??lle fehlt,Emergency exit window fastener cover missing.,1
RWD,Serie,23-Jan-23,Right side rear brake wear sensor not clipped in.,3,RAAST1,CPA,"Brake wear sensor, right, rear axle",nicht gesichert,Right side rear brake wear sensor not clipped in.,1
RWD,Serie,23-Jan-23,Left side of the engine bay windshield washer hose is not secured to the reservoir.,3,CHAST5,CPA,"Washer fluid reservoir, window/headlamp cleaning system",nicht gesichert,Left side of the engine bay windshield washer hose is not secured to the reservoir.,1
RWD,Serie,23-Jan-23,Rear fuel line not secured in bracket on underbody frame rail.,3,CHAST2,CPA,Fuel line,nicht gesichert,Rear fuel line not secured in bracket on underbody frame rail.,1
RWD,Serie,23-Jan-23,Interior anti-theft cover not secured and wiring harness is visible.,3,TR3ST6,CPA,"Interior protection sensor, rear",nicht gesichert,Interior anti-theft cover not secured and wiring harness is visible.,1
RWD,Serie,23-Jan-23,Inside left A-pillar trim partially loose.,3,TR3ST7,CPA,"Trim, A-pillar left",Partially loose,Inside left A-pillar trim partially loose.,1
RWD,Serie,23-Jan-23,Battery cable grommet not installed properly.,3,MARST4,CPA,Battery cable,T??lle schlecht montiert,Battery cable grommet not installed properly.,1
RWD,Serie,23-Jan-23,Front right door paint chipped on the edge.,3,TR4ST9,CPA,"Front door, right",Abplatzung (Lack),Front right door paint chipped on the edge.,1
RWD,Serie,20-Jan-23,Right side of engine cover in engine compartment not installed properly.,3,CHAST6,CPA,Engine,passt schlecht,Right side of engine cover in engine compartment not installed properly.,1
RWD,Serie,20-Jan-23,Dent in on right exterior sidewall behind the sliding door at the C-pillar.,3,Z2SCOMRH,CPA,"Sidewall, right",Delle,Dent in on right exterior sidewall behind the sliding door at the C-pillar.,1
RWD,Serie,20-Jan-23,Clear protective sticker missing from bottom of left side B-pillar.,3,TR4ST9,CPA,"Sticker, B-pillar",fehlt,Clear protective sticker missing from bottom of left side B-pillar.,1
RWD,Serie,19-Nov-22,Dent out on right sidewall by sliding door.,3,Z2SOUTRH,CPA,"Sidewall, right",Beule,Dent out on right sidewall by sliding door.,1
RWD,Serie,19-Nov-22,Paint was chipped on all rear door hinge bolts.,3,FINST3,CPA,"Hinge, upper, rear-end door, left",Abplatzung (Lack),Paint was chipped on all rear door hinge bolts.,1
RWD,Serie,19-Nov-22,Engine wiring harness not clipped in proper locations.,3,CHAST5,CPA,"Wiring harness, engine compartment, right",Bearbeitungsfehler,Engine wiring harness not clipped in proper locations.,1
RWD,Serie,28-Feb-23,Coolant reservoir partially loose.,3,RWKST1,CPA,"Coolant hose/coolant line, coolant expansion reservoir",Partially loose,Coolant reservoir partially loose.,1
RWD,Serie,9-Feb-23,Air intake box is missing the black grommet piece.,3,TR3ST4,CPA,Fresh air intake box,fehlt,Air intake box is missing the black grommet piece.,1
RWD,Serie,9-Feb-23,Right side of engine wiring harness is loose by the differential pressure sensor hose.,3,SLAST5,CPA,"Wiring harness, engine compartment, right",lose,Right side of engine wiring harness is loose by the differential pressure sensor hose.,1
RWD,Serie,19-Jan-23,Front left door grab handle not installed properly.,3,FDPA3,CPA,"Grab handle, front door, left",Einbaulage fehlerhaft,Front left door grab handle not installed properly.,1
RWD,Serie,18-Nov-22,Parking brake cable not installed correctly to adjustment console.,3,CHAST2,CPA,"Brake cable, front, parking brake",falsch eingestellt,Parking brake cable not installed correctly to adjustment console.,1
RWD,Serie,18-Nov-22,Leak at driver side triangle window.,3,FDPA1,CPA,"Sealing frame/bonding, triangular side window, A-pillar, left",undicht,Leak at driver side triangle window.,1
RWD,Serie,18-Jan-23,Front right side seat box to threshold gap is greater than 5.5mm.,3,TR3ST7,CPA,"Seat base, front seat, right",Spalt zu gro??,Front right side seat box to threshold gap is greater than 5.5mm.,1
RWD,Serie,18-Jan-23,Flex-Ray wiring harness coming from rear of battery box not zip tied.,3,CHAST2,CPA,wiring harness,nicht gesichert,Flex-Ray wiring harness coming from rear of battery box not zip tied.,1
RWD,Serie,18-Jan-23,Front left B-pillar trim not installed correctly over door entrance trim.,3,TR4ST6,CPA,"Trim, B-pillar left",Einbaulage fehlerhaft,Front left B-pillar trim not installed correctly over door entrance trim.,1
RWD,Serie,17-Nov-22,Nox sensor wire not positioned properly along heat shield.  Clips are in the wrong location.,3,TR2ST9,CPA,NOx sensor,Einbaulage fehlerhaft,Nox sensor wire not positioned properly along heat shield.  Clips are in the wrong location.,1
RWD,Serie,17-Nov-22,Rear right tire hubcap gouged.,3,SLAST3,CPA,"Hubcap, disk wheel",besch??digt,Rear right tire hubcap gouged.,1
RWD,Serie,16-Nov-22,"Sliding door flushness at top front out of tolerance. Top measured at -3.41mm, tolerance is 0.0mm -1.00mm.",3,SLAST4,CPA,"Sliding door, right",??bergang nicht i.O.,"Sliding door flushness at top front out of tolerance. Top measured at -3.41mm, tolerance is 0.0mm -1.00mm.",1
RWD,Serie,14-Dec-22,Inner sliding door leak coming in from the bottom of sliding door.,3,SDPA,CPA,"Sliding door, right, inner",undicht,Inner sliding door leak coming in from the bottom of sliding door.,1
RWD,Serie,14-Dec-22,Right side sliding door window seal is wavy in multiple spots.,3,FINST11,CPA,"Sealing frame/bonding, side window",wellig,Right side sliding door window seal is wavy in multiple spots.,1
RWD,Serie,16-Nov-22,Trim on upper driver side entrance scratched.,3,TR3ST7,CPA,"Cover, entrance, front door, left",??bergang nicht i.O.,Trim on upper driver side entrance scratched.,1
RWD,Serie,16-Nov-22,Battery cable grommet not installed properly.,3,MARST4,CPA,Battery cable,T??lle schlecht montiert,Battery cable grommet not installed properly.,1
RWD,Serie,16-Nov-22,Inner sliding door leak coming in from the bottom of sliding door.,3,SDPA,CPA,"Sliding door, right, inner",undicht,Inner sliding door leak coming in from the bottom of sliding door.,1
RWD,Serie,16-Nov-22,Left side wiring harness not clipped to FEM.,3,CHAST5,CPA,"Wiring harness, engine compartment, left",lose,Left side wiring harness not clipped to FEM.,1
RWD,Serie,16-Nov-22,Clear protective sticker missing from bottom of left side B-pillar.,3,TR4ST9,CPA,"Sticker, B-pillar",fehlt,Clear protective sticker missing from bottom of left side B-pillar.,1
RWD,Serie,24-Aug-22,Paint rework visible on right side C-pillar.,3,FININSPE,CPA,"C-pillar, right",Nacharbeit sichtbar,Paint rework visible on right side C-pillar.,1
RWD,Serie,24-Aug-22,Right C-pillar leaks at top.,3,SEAM01,CPA,"C-pillar, right",undicht,Right C-pillar leaks at top.,1
RWD,Serie,24-Aug-22,Right side D-pillar dented above taillight.,3,Z2SCOMRH,CPA,D-pillar,Delle,Right side D-pillar dented above taillight.,1
RWD,Serie,24-Aug-22,Touch mark on right side C-pillar from paint shop sliding door jig.,3,FININSPE,CPA,"C-pillar, right",Bearbeitungsfehler,Touch mark on right side C-pillar from paint shop sliding door jig.,1
RWD,Serie,24-Aug-22,Battery cable grommet not installed properly.,3,MARST4,CPA,Battery cable,T??lle schlecht montiert,Battery cable grommet not installed properly.,1
RWD,Serie,24-Aug-22,Hydraulic brake lines not installed properly in holder causing brake lines to make contact with the underbody frame.,3,TR2ST7,CPA,Brake line rear (hydraulics),Einbaulage fehlerhaft,Hydraulic brake lines not installed properly in holder causing brake lines to make contact with the underbody frame.,1
RWD,Serie,24-Aug-22,Front left outer instrument panel cover not clipped in properly behind door sealing frame.,3,TR3ST7,CPA,"Cover, outer, left, instrument panel",nicht gesichert,Front left outer instrument panel cover not clipped in properly behind door sealing frame.,1
RWD,Serie,24-Aug-22,LED light in cargo area wiring harness pinched under light fixture.,3,TR3ST6,CPA,Interior lamp,falsch verlegt,LED light in cargo area wiring harness pinched under light fixture.,1
RWD,Serie,24-Aug-22,Front right seat box cover damaged.,3,TR4ST8,CPA,Top seat frame cover,besch??digt,Front right seat box cover damaged.,1
RWD,Serie,8-Sep-22,Rear right door wiring harness boot partially loose at D-pillar.,3,TR1ST6,CPA,"Boot, wiring harness, right, trunk lid/rear-end door/liftgate",Partially loose,Rear right door wiring harness boot partially loose at D-pillar.,1
RWD,Serie,7-Sep-22,Left front RPM sensor wire not clipped to strut.,3,CHAST9,CPA,"Rpm sensor, left, front axle",nicht gesichert,Left front RPM sensor wire not clipped to strut.,1
RWD,Serie,7-Sep-22,Touch mark on right side C-pillar from paint shop sliding door jig.,3,FININSPE,CPA,"C-pillar, right",Bearbeitungsfehler,Touch mark on right side C-pillar from paint shop sliding door jig.,1
RWD,Serie,7-Sep-22,Upper sliding door guide pin not adjusted properly causing it to damage the guide pin housing/run on key.,3,SLAST4,CPA,"Guide pin, upper, sliding door, right",Bearbeitungsfehler,Upper sliding door guide pin not adjusted properly causing it to damage the guide pin housing/run on key.,1
RWD,Serie,23-Aug-22,Starter wiring harness not clipped to bracket on engine block.,3,EPAST2,CPA,"Starter wiring harness, battery",nicht gesichert,Starter wiring harness not clipped to bracket on engine block.,1
RWD,Serie,23-Aug-22,Hydraulic brake lines on left frame rail making contact at brake line fittings.,3,TR2ST7,CPA,Brake line rear (hydraulics),liegt an,Hydraulic brake lines on left frame rail making contact at brake line fittings.,1
RWD,Serie,23-Aug-22,Battery cable grommet not installed properly.,3,MARST4,CPA,Battery cable,T??lle schlecht montiert,Battery cable grommet not installed properly.,1
RWD,Serie,23-Aug-22,Right side of instrument cluster housing is damaged.,3,PACST4,CPA,Instrument cluster housing/glass,besch??digt,Right side of instrument cluster housing is damaged.,1
RWD,Serie,23-Aug-22,Battery cable grommet not installed properly.,3,MARST4,CPA,Battery cable,T??lle schlecht montiert,Battery cable grommet not installed properly.,1
RWD,Serie,23-Aug-22,Weld splatter on left side cargo wall along pillar above left rear wheel well.,3,Z2SINNLH,CPA,"Sidewall, left, inner",Minor weld fault,Weld splatter on left side cargo wall along pillar above left rear wheel well.,1
RWD,Serie,23-Aug-22,Missing all 3 screws from the bottom of front right door trim.,3,FDPA3,CPA,"Door trim, front door, right",Schraube/Mutter fehlt,Missing all 3 screws from the bottom of front right door trim.,1
RWD,Serie,6-Sep-22,Coolant hose incorrectly routed around engine fan wiring harness causing contact between coolant hose and wiring harness.,3,EPAST1,CPA,Coolant hose,falsch verlegt,Coolant hose incorrectly routed around engine fan wiring harness causing contact between coolant hose and wiring harness.,1
RWD,Serie,2-Sep-22,Roof A/C line missing fastener screw to secure line to underbody.,3,TR2ST8,CPA,"Lines, A/C housing, rear",Schraube/Mutter fehlt,Roof A/C line missing fastener screw to secure line to underbody.,1
RWD,Serie,19-Aug-22,Paint rework visible on front left seat box.,3,RWKST1,CPA,"Seat base, front seat, left",Nacharbeit sichtbar,Paint rework visible on front left seat box.,1
RWD,Serie,19-Aug-22,Front left door entrance cover gouged.,3,RWKST1,CPA,"Cover, entrance, front door, left",besch??digt,Front left door entrance cover gouged.,1
RWD,Serie,1-Sep-22,Leak at passenger side triangular window.,3,FDPA1,CPA,"Sealing frame/bonding, triangular side window, A-pillar, right",undicht,Leak at passenger side triangular window.,1
RWD,Serie,19-Aug-22,Front right door protective strip missing both screws.,3,FDPA2,CPA,"Protective strip, front door, right",Schraube/Mutter fehlt,Front right door protective strip missing both screws.,1
RWD,Serie,19-Aug-22,Touch mark on right side C-pillar from paint shop sliding door jig.,3,FININSPE,CPA,"C-pillar, right",Bearbeitungsfehler,Touch mark on right side C-pillar from paint shop sliding door jig.,1
RWD,Serie,19-Aug-22,"Incorrect amount of key blades.  Van has four key blades, but does not have code FZ9 for two additional keys.",3,RWKST1,CPA,"Key, mechanical",Extra part,"Incorrect amount of key blades.  Van has four key blades, but does not have code FZ9 for two additional keys.",1
RWD,Serie,19-Aug-22,"Fuel pump wiring harness loose, missing second zip tie to fuel line.",3,CHAST2,CPA,"ESV, sub wiring harness, fuel pump",lose,"Fuel pump wiring harness loose, missing second zip tie to fuel line.",1
RWD,Serie,1-Sep-22,Battery cable grommet not installed properly.,3,MARST4,CPA,Battery cable,T??lle schlecht montiert,Battery cable grommet not installed properly.,1
RWD,Serie,1-Sep-22,Right rear mud flap missing stud on underbody for fastener.,3,CHAST2,CPA,"Mud flap, fender, rear, right",Schraube/Mutter fehlt,Right rear mud flap missing stud on underbody for fastener.,1
RWD,Serie,1-Sep-22,Left wiper arm hose not clipped to engine compartment frame.,3,TR2ST4,CPA,"Hose, windshield washer system, wiper arm, left",nicht gesichert,Left wiper arm hose not clipped to engine compartment frame.,1
RWD,Serie,1-Sep-22,Foreign objects suck under sliding door entrance step.,3,TR2ST6,CPA,"Sliding door entrance, right",Fremdk??rper,Foreign objects suck under sliding door entrance step.,1
RWD,Serie,31-Aug-22,Parking brake cover gouged.,3,TR3ST3,CPA,"Cover, handle, parking brake lever",besch??digt,Parking brake cover gouged.,1
RWD,Serie,30-Aug-22,Rear right fixed window seal wavy.,3,TR4ST1,CPA,"Sealing frame/bonding, side window",wellig,Rear right fixed window seal wavy.,1
RWD,Serie,30-Aug-22,Windshield washer hose assembly not ok. Hose for rear wipers leaks when in use.,3,TR3ST4,CPA,"Hose, windshield washer system, rear-end door/liftgate",undicht,Windshield washer hose assembly not ok. Hose for rear wipers leaks when in use.,1
RWD,Serie,30-Aug-22,Cargo area headliner not clipped in properly.,3,TR3ST6,CPA,"Headliner, rear, upper",??bergang nicht i.O.,Cargo area headliner not clipped in properly.,1
RWD,Serie,29-Aug-22,Holder on underbody frame for DEF line missing.,3,CHAST2,CPA,"Line, AdBlue(R)",Clip/D??bel fehlt,Holder on underbody frame for DEF line missing.,1
RWD,Serie,29-Aug-22,Rear right wooden wheel house cover screw is stripped.,3,TR3ST1,CPA,"Wheel well, rear, inner, right",Schraube/Mutter ??berdreht,Rear right wooden wheel house cover screw is stripped.,1
RWD,Serie,29-Aug-22,Top of left side taillight making contact with sidewall.,3,Z2SCOMLH,CPA,Taillamp left,liegt an,Top of left side taillight making contact with sidewall.,1
RWD,Serie,29-Aug-22,Windshield washer fluid hose incorrectly routed at reservoir.,3,CHAST5,CPA,"Hose, windshield washing system",falsch verlegt,Windshield washer fluid hose incorrectly routed at reservoir.,1
RWD,Serie,27-Aug-22,Rear inside left wireway cover not installed properly.,3,TR3ST1,CPA,Trunk/cargo area,Einbaulage fehlerhaft,Rear inside left wireway cover not installed properly.,1
RWD,Serie,11-Aug-22,Sliding door making noise during test drive.,3,SLAST4,CPA,"Sliding door, right",Ger??usch beim Fahren,Sliding door making noise during test drive.,1
RWD,Serie,11-Aug-22,Dent on bottom of sliding door.,3,TR3ST2,CPA,"Sliding door, right",Beule,Dent on bottom of sliding door.,1
RWD,Serie,11-Aug-22,Discoloration on rear right side of bumper end piece.,3,Supply,CPA,Bumper end piece,Discolored,Discoloration on rear right side of bumper end piece.,1
RWD,Serie,11-Aug-22,Paint chipped on inside bottom corner of fuel door.,3,TR2ST1,CPA,Fuel filler flap,Abplatzung (Lack),Paint chipped on inside bottom corner of fuel door.,1
RWD,Serie,10-Aug-22,Front left crash pad damaged.,3,TR3ST6,CPA,Trunk/cargo area,besch??digt,Front left crash pad damaged.,1
RWD,Serie,9-Aug-22,Clear protective sticker missing from bottom of left side B-pillar.,3,TR4ST9,CPA,"Sticker, B-pillar",fehlt,Clear protective sticker missing from bottom of left side B-pillar.,1
RWD,Serie,26-Aug-22,Bottom front left seat wiring harness clip not attached to seat frame.,3,TR4ST7,CPA,"Wiring harness, front seat, left",nicht gesichert,Bottom front left seat wiring harness clip not attached to seat frame.,1
RWD,Serie,25-Aug-22,Leak at driver side triangle window.,3,FDPA1,CPA,"Sealing frame/bonding, triangular side window, A-pillar, left",undicht,Leak at driver side triangle window.,1
RWD,Serie,9-Aug-22,Weld splatter on left side cargo wall along pillar above left rear wheel well.,3,Z2SINNLH,CPA,"Sidewall, left, inner",Minor weld fault,Weld splatter on left side cargo wall along pillar above left rear wheel well.,1
RWD,Serie,9-Aug-22,Adhesive residue in multiple areas along inside left sidewall.,3,Z2SINNLH,CPA,"Sidewall, left",Klebereste,Adhesive residue in multiple areas along inside left sidewall.,1
RWD,Serie,9-Aug-22,Paint rework visible on right side C-pillar.,3,FINST3,CPA,"C-pillar, right",Nacharbeit sichtbar,Paint rework visible on right side C-pillar.,1
RWD,Serie,9-Aug-22,Excessive amount of adhesive residue on corner of front right sidewall.,3,Z2SINNRH,CPA,"Sidewall, right",Klebereste,Excessive amount of adhesive residue on corner of front right sidewall.,1
RWD,Serie,9-Aug-22,Clip for transmission oil pipes not torqued.,3,CHAST5,CPA,Automatic transmission oil pipes,lose,Clip for transmission oil pipes not torqued.,1
RWD,Serie,9-Aug-22,Leak coming from two push pins on rear right sidewall protective strip during rain test.,3,TR4ST6,CPA,"Protective strip, sidewall, right",undicht,Leak coming from two push pins on rear right sidewall protective strip during rain test.,1
RWD,Serie,9-Aug-22,Extra TPM sensor installed on charcoal canister.,3,TR2ST8,CPA,"Control unit, tire pressure monitor",Extra part,Extra TPM sensor installed on charcoal canister.,1
RWD,Serie,27-Sep-23,Sika poorly applied at left side B-pillar.,3,SIKAAUT,CPA,"B-pillar, left",Nahtabdichtung schwarz Fehlstellen,Sika poorly applied at the top of left side C-Pillar.,0.84
RWD,Serie,28-Sep-23,Paint inclusion on front left door frame.,3,FININSPE,CPA,Door frame,Staub-/Schmutzeinschluss (Lack),Paint inclusions on inner left door frame.,0.91
RWD,Serie,21-Sep-23,Left side underbody battery cable grommet not installed properly.,3,Analysis,CPA,Battery cable,T??lle schlecht montiert,Battery cable grommet not installed properly.,0.92
RWD,Serie,18-Sep-23,Left side rear lower interior sidewall seam sealant is damaged near the D-Pillar.,3,TR1ST3,CPA,"Seam seal, sidewall",besch??digt,Right side rear lower interior sidewall seam sealant is damaged near the D-Pillar.,0.96
RWD,Serie,14-Sep-23,Paint chip on edge of front left door.,3,TR4ST9,CPA,"Front door, left",Abplatzung (Lack),Paint chip at right edge of engine hood.,0.77
RWD,Serie,13-Sep-23,Multiple rear cargo area wireway covers not clipped in properly. Scratches on right rear  D pillar wireway cover,3,TR3ST1,CPA,Trunk/cargo area,nicht gesichert,Rear cargo area wireway cover not clipped in properly.,0.81
RWD,Serie,13-Sep-23,Push pins missing from lower right side of front bumper.,3,MARST5,CPA,"Wheel well, front, right",fehlt,Left side rear bumper is missing a pushpin.,0.78
RWD,Serie,13-Sep-23,Rubber grommet on left side of hood missing.,3,TR2ST1,CPA,Engine hood,T??lle fehlt,Rubber grommet on right side of hood missing.,0.93
RWD,Serie,12-Sep-23,Right side of radio flushness NOK.,3,PACST4,CPA,Radio,??bergang nicht i.O.,Top and right side of radio trim flushness not ok.,0.83
RWD,Serie,6-Sep-23,Left side crash pad not installed properly at sidewall.,3,TR3ST6,CPA,Trunk/cargo area,Bearbeitungsfehler,Crash pad not installed properly.,0.85
RWD,Serie,9-Sep-23,Sika poorly applied at left side B-pillar.,3,SIKAAUT,CPA,"B-pillar, left",Nahtabdichtung schwarz Fehlstellen,Sika poorly applied at the top of left side C-Pillar.,0.84
RWD,Serie,28-Aug-23,Windshield washer fluid hose not correctly routed on the reservoir.,3,CHAST5,CPA,"Hose, windshield washer system left",falsch verlegt,Windshield washer fluid hose incorrectly routed at reservoir.,0.86
RWD,Serie,25-Aug-23,Push pin missing from right side rear bumper end piece.,3,TR4ST6,CPA,Bumper end piece,Clip/D??bel fehlt,Left side rear bumper is missing a pushpin.,0.78
RWD,Serie,25-Aug-23,"PVC seam seal poorly applied to edge of right front door. Seam seal wavy, rippled.",3,SEAM03,CPA,"Front door, right",PVC schlecht verstrichen,"PVC seam seal poorly applied to edge of left front door.  Seam seal wavy, rippled.",0.96
RWD,Serie,25-Aug-23,Rear brake line not secured in clip along frame.,3,TR2ST7,CPA,"Brake line, rear axle, right",nicht gesichert,Rear brake line not secured in clip on underbody.,0.83
RWD,Serie,25-Aug-23,Brake caliper bolt on the rear right is missing a cap.,3,RAAST1,CPA,"Brake caliper, rear, right",fehlt,Brake caliper bolt on the front right is missing a cap.,0.91
RWD,Serie,14-Aug-23,Scratches on lower left door hinge.,3,TR4ST9,CPA,"Hinge, lower, front door, left",Abplatzung (Lack),Lower left front door hinge scratched.,0.93
RWD,Serie,10-Aug-23,Paint is chipped on the lower left front door hinge.,3,TR4ST9,CPA,"Paint, hinge, lower, front door, left",Abplatzung (Lack),Paint chipped on bottom front right door hinge.,0.79
RWD,Serie,4-Aug-23,Windshield washer fluid hose for right front wiper arm not clipped to firewall and pinched behind air filter box bracket.,3,TR2ST4,CPA,"Hose, windshield washer system, wiper arm, right",Assembly not OK,Windshield washer fluid hose for right wiper arm not clipped to firewall.,0.79
RWD,Serie,4-Aug-23,Wiring harness not clipped to left side of FEM.,3,CHAST5,CPA,"Wiring harness, engine compartment, left",lose,Left side wiring harness not clipped to FEM.,0.96
RWD,Serie,4-Aug-23,Rear inside left and right wheel well covers not positioned properly.,3,TR3ST1,CPA,"Cover, wheel well, rear, left",Einbaulage fehlerhaft,Rear inside left wheel well cover not positioned properly.,0.93
RWD,Serie,3-Aug-23,Adhesive residue on left side cargo wall.,3,Z2SINNLH,CPA,"Sidewall, left, inner",Klebereste,Adhesive residue on rear inside right sidewall.,0.87
RWD,Serie,3-Aug-23,Lower door lock screw on inside of left rear door not touched up after door adjustment.,3,FINST3,CPA,"Rear-end door, left, inside",Bearbeitungsfehler,Lower door lock screws on inside of left rear door not touched up after door adjustment.,0.99
RWD,Serie,3-Aug-23,Left side rear lower interior sidewall seam sealant is damaged near the D-Pillar.,3,TR1ST3,CPA,"Seam seal, sidewall",besch??digt,Right side rear lower interior sidewall seam sealant is damaged near the D-Pillar.,0.96
RWD,Serie,3-Aug-23,Windshield washer fluid hose not correctly routed on the reservoir.,3,CHAST5,CPA,"Hose, windshield washer system left",falsch verlegt,Windshield washer fluid hose incorrectly routed at reservoir.,0.86
RWD,Serie,17-Jul-23,Push pin missing from center sliding door panel.,3,SDPA,CPA,"Door trim, sliding door, right",fehlt,Push pin missing from sliding door panel.,0.94
RWD,Serie,17-Jul-23,Left side rear lower interior sidewall seam sealant is damaged near the D-Pillar.,3,TR1ST3,CPA,"Seam seal, sidewall",besch??digt,Right side rear lower interior sidewall seam sealant is damaged near the D-Pillar.,0.96
RWD,Serie,25-Jul-23,Rear bumper is missing push pin,3,TR4ST6,CPA,Bumper end piece,Clip/D??bel fehlt,Left side rear bumper is missing a pushpin.,0.88
RWD,Serie,24-Jul-23,Left side underbody battery cable grommet not installed properly.,3,Analysis,CPA,Battery cable,T??lle schlecht montiert,Battery cable grommet not installed properly.,0.92
RWD,Serie,24-Jul-23,Sharp weld splatter on left side cargo wall at top.,3,Z2SINNLH,CPA,"Sidewall, left, inner",Weld pearls,Weld splatter in multiple areas on left side cargo wall.,0.83
RWD,Serie,24-Jul-23,Front right door seal at A-pillar damaged.,3,TR2ST1,CPA,"Seal, A-pillar, right",besch??digt,Front right door seal is damaged.,0.77
RWD,Serie,20-Jul-23,Sharp weld splatter on left side cargo wall at top.,3,Z2SINNLH,CPA,"Sidewall, left, inner",Weld pearls,Weld splatter in multiple areas on left side cargo wall.,0.83
