MODEL,CONSTRUCTION_LEVEL,DATE END,REMARKS,NQ,COST CENTER,PNR,TYPE_AUDIT_DESC,PART_DESC,SFARTNR,TURN,Cluster,REMARKS_Column1_Similarity
RWD,Serie,10-Jun-23,Excessive PVC on inner front right door.,3,FININSPE,93775724,CPA,"Front door, right",B1R,,Excessive PVC on inner front right door.,1
RWD,Serie,26-May-23,Rear left taillight damaged.,3,TR3ST4,93752004,CPA,Taillamp left,991,,Rear left taillight damaged.,1
RWD,Serie,26-May-23,Fuel tank damaged.,3,CHAST2,93752004,CPA,Fuel tank,991,,Fuel tank damaged.,1
RWD,Serie,2-May-23,Sprinter badge is misaligned.,3,TR1ST1,93693810,CPA,"Model badge, left, trunk lid/rear-end door/liftgate",28,,Sprinter badge is misaligned.,1
RWD,Serie,26-May-23,Leak at front inside left triangular window during rain test.,3,FDPA1,93752004,CPA,"Sealing frame/bonding, triangular side window, A-pillar, left",04,,Leak at front inside left triangular window during rain test.,1
RWD,Serie,26-May-23,VIN label on left side of dash torn.,3,PACST4,93752004,CPA,"VIN, windshield",07,,VIN label on left side of dash torn.,1
RWD,Serie,13-May-23,Right side air inlet grill on engine hood not clipped in properly.,3,TR2ST1,93739043,CPA,"Air inlet grille, right, engine hood",42U,,Right side air inlet grill on engine hood not clipped in properly.,1
RWD,Serie,13-May-23,Missing contact support nut at ground point on left side fender.,3,TR2ST4,93739043,CPA,Engine compartment,C7,,Missing contact support nut at ground point on left side fender.,1
RWD,Serie,1-May-23,Underbody wiring harness boot not flush.,3,TR2ST7,93722296,CPA,wiring harness,42U,,Underbody wiring harness boot not flush.,1
RWD,Serie,1-May-23,"Information label, located in the trunk areas sidewall,  for cargo load is missing.                 A670 584 0046",3,TR3ST4,93722296,CPA,Information label,C7,,"Information label, located in the trunk areas sidewall, for cargo load is missing.    A670 584 0046",1
RWD,Serie,25-May-23,Multiple minor weld faults on inside right sidewall.,3,Z2SINNRH,93748580,CPA,"Sidewall, right, inner",423,,Multiple minor weld faults on inside right sidewall.,1
RWD,Serie,13-May-23,Sliding door seal damaged at lower B-pillar.,3,TR2ST5,93752871,CPA,"Sealing/sealing frame, sliding door, right",991,,Sliding door seal damaged at lower B-pillar.,1
RWD,Serie,12-May-23,Left side front door is missing a stop plug cover piece.,3,FDPA1,93737633,CPA,"Front door, left",C73,,Left side front door is missing a stop plug cover piece.,1
RWD,Serie,12-May-23,Trailer hitch rubber cover not installed.,3,TR5ST1,93737633,CPA,Trailer hitch,C7,,Trailer hitch rubber cover not installed.,1
RWD,Serie,29-Apr-23,Fan plug wiring harness incorrectly routed.,3,CHAST5,93729721,CPA,Engine harness,13,,Fan plug wiring harness incorrectly routed.,1
RWD,Serie,29-Apr-23,Left side hood air vent not clipped in properly.,3,TR2ST1,93729721,CPA,"Air inlet grille, left, engine hood",42U,,Left side hood air vent not clipped in properly.,1
RWD,Serie,25-May-23,Parking brake cable grommet not installed properly to underbody of van.,3,TR2ST7,93750677,CPA,"Grommet, brake cable",42U,,Parking brake cable grommet not installed properly to underbody of van.,1
RWD,Serie,25-May-23,Right side of rain sensor cover flushness not ok.,3,TR4ST8,93750677,CPA,"Control unit, rain sensor",42U,,Right side of rain sensor cover flushness not ok.,1
RWD,Serie,25-May-23,Upper rivet on front right door grab handle flushness not ok.,3,FDPA3,93750677,CPA,"Grab handle, front door, right",42U,,Upper rivet on front right door grab handle flushness not ok.,1
RWD,Serie,25-May-23,Battery cable grommet not installed properly.,3,MARST4,93750677,CPA,Battery cable,42T,,Battery cable grommet not installed properly.,1
RWD,Serie,25-May-23,Bracket for electric sliding door not positioned properly.,3,TR3ST2,93750677,CPA,"Electric line, belt tensioner",42V,,Bracket for electric sliding door not positioned properly.,1
RWD,Serie,25-May-23,Primer for windshield visible on inner right side of windshield near A-pillar trim.,3,TR4ST1,93750677,CPA,Windshield,B1R,,Primer for windshield visible on inner right side of windshield near A-pillar trim.,1
RWD,Serie,25-May-23,Front left door sealing frame wavy at mid B-pillar trim.,3,TR2ST4,93750677,CPA,"Sealing frame, front door, left",I6,,Front left door sealing frame wavy at mid B-pillar trim.,1
RWD,Serie,29-Apr-23,Lockable DEF filler key in tool kit. Does not have K52 code.,3,LOG,93723294,CPA,"Cap, AdBlue(R) tank",P_12,,Lockable DEF filler key in tool kit. Does not have K52 code.,1
RWD,Serie,24-May-23,LED light strip wiring not clipped properly behind light.,3,TR1ST7,93764496,CPA,"Light source, trunk lamp/cargo area lamp",C77,,LED light strip wiring not clipped properly behind light.,1
RWD,Serie,24-May-23,Front right door seal partially loose.,3,FDPA1,93764496,CPA,"Seal, front door, right",385,,Front right door seal partially loose.,1
RWD,Serie,24-May-23,Battery cable grommet not installed properly.,3,MARST4,93764496,CPA,Battery cable,42T,,Battery cable grommet not installed properly.,1
RWD,Serie,24-May-23,Blind spot sensor wiring harness not secured.,3,TR2ST7,93764496,CPA,"Wiring harness, rear, PARKTRONIC",C77,,Blind spot sensor wiring harness not secured.,1
RWD,Serie,24-May-23,Bottom rear inside right partition wall (D64) screw not torqued.,3,OPTST1,93764496,CPA,"Partition wall, cargo area",38,,Bottom rear inside right partition wall (D64) screw not torqued.,1
RWD,Serie,6-Jun-23,Emergency information label on left inner B-pillar damaged.           A907 584 1600,3,TR4ST3,93759702,CPA,Information label,991,,Emergency information label on left inner B-pillar damaged.           A907 584 1600,1
RWD,Serie,6-Jun-23,"Wiring harness for rear license plate lights not installed properly, hanging down from behind cover.",3,TR1ST7,93759702,CPA,"Cover, license plate lamp",99E,,"Wiring harness for rear license plate lights not installed properly, hanging down from behind cover.",1
RWD,Serie,22-May-23,Top and right side of radio trim flushness not ok.,3,PACST4,93752715,CPA,"Front plate, radio sets",42U,,Top and right side of radio trim flushness not ok.,1
RWD,Serie,22-May-23,Rework visible around bolt on bottom rear left door.,3,FINST3,93752715,CPA,"Rear-end door, left, inside",K7D,,Rework visible around bolt on bottom rear left door.,1
RWD,Serie,22-May-23,Left side lower section of the instrument panel is missing push pin.,3,TR3ST7,93752715,CPA,"Lower section, instrument panel",C7C,,Left side lower section of the instrument panel is missing push pin.,1
RWD,Serie,5-Jun-23,Bottom front left parktronic wiring harness not secured to bumper.,3,CHAST6,93772259,CPA,"Wiring harness, front, PARKTRONIC",C77,,Bottom front left parktronic wiring harness not secured to bumper.,1
RWD,Serie,5-Jun-23,Front right floor mat and transition molding not installed properly.,3,CHAST8,93772259,CPA,"Cover, entrance, front door, right",42V,,Front right floor mat and transition molding not installed properly.,1
RWD,Serie,22-May-23,Front left door seal partially loose at top of door.,3,FDPA1,93756419,CPA,"Seal, front door, left",385,,Front left door seal partially loose at top of door.,1
RWD,Serie,9-Sep-22,Top right screw for the battery cover is missing and cover is installed over passenger side floor mat.,3,CHAST5,93512838,CPA,"Housing cover, battery box",42V,,Top right screw for the battery cover is missing and cover is installed over passenger side floor mat.,1
RWD,Serie,9-Sep-22,Left side of steering wheel cover not clipped in.,3,PACST3,93512838,CPA,Steering wheel,C77,,Left side of steering wheel cover not clipped in.,1
RWD,Serie,27-Oct-22,Defect under paint and seam seal on edge of right front door.,3,Z3DMOUN,93547933,CPA,"Front door, right",B1R,,Defect under paint and seam seal on edge of right front door.,1
RWD,Serie,26-Oct-22,DEF line not secured in clip on underbody frame.,3,TR2ST8,93570216,CPA,"Line, AdBlue(R)",C77,,DEF line not secured in clip on underbody frame.,1
RWD,Serie,10-Oct-22,Paint rework visible on right side C-pillar.,3,FININSPE,93540730,CPA,"C-pillar, right",K7D,,Paint rework visible on right side C-pillar.,1
RWD,Serie,24-Oct-22,Paint inclusion on outer right D-pillar below door hinge.,3,FININSPE,93556702,CPA,D-pillar,K1,,Paint inclusion on outer right D-pillar below door hinge.,1
RWD,Serie,24-Oct-22,Rear left wireway cover partially loose.,3,TR3ST1,93574234,CPA,Trunk/cargo area,385,,Rear left wireway cover partially loose.,1
RWD,Serie,24-Oct-22,"Battery box cover shield missing, part number A907 524 0300.",3,TR5ST1,93553071,CPA,"Housing cover, battery box",C7,,"Battery box cover shield missing, part number A907 524 0300.",1
RWD,Serie,24-Oct-22,Dent on left sidewall at C-pillar.,3,Z2SOUTLH,93553071,CPA,"Sidewall, left",I2,,Dent on left sidewall at C-pillar.,1
RWD,Serie,23-Sep-22,Rear ABS wires not zip tied at underbody cross member.,3,CHAST9,93533578,CPA,ABS brake system,C7Z,,Rear ABS wires not zip tied at underbody cross member.,1
RWD,Serie,23-Sep-22,Differential pressure sensor hose making contact with EGR cooler.,3,CHAST4,93532646,CPA,"Hose, differential pressure sensor, right",221,,Differential pressure sensor hose making contact with EGR cooler.,1
RWD,Serie,23-Sep-22,Adhesive residue on rear inside right sidewall.,3,Z2SINNRH,93535409,CPA,"Sidewall, right, inner",B1R,,Adhesive residue on rear inside right sidewall.,1
RWD,Serie,8-Sep-22,"Rear right taillight wedge shaped gap out of tolerance. Difference between both point is 4.0mm, tolerance is +/-1.5mm.",3,Z2SCOMRH,93498152,CPA,Taillamp right,61G,,"Rear right taillight wedge shaped gap out of tolerance. Difference between both point is 4.0mm, tolerance is +/-1.5mm.",1
RWD,Serie,8-Sep-22,Right side storage tray lid making contact with instrument panel when opening.,3,PACST4,93504983,CPA,Storage tray flap,221,,Right side storage tray lid making contact with instrument panel when opening.,1
RWD,Serie,8-Sep-22,Right side air inlet grill on engine hood not clipped in properly.,3,TR2ST1,93504983,CPA,"Air inlet grille, right, engine hood",42U,,Right side air inlet grill on engine hood not clipped in properly.,1
RWD,Serie,8-Sep-22,Rear inside left D-pillar leaking at wireway boot insert.,3,TR1ST5,93504983,CPA,D-pillar,04,,Rear inside left D-pillar leaking at wireway boot insert.,1
RWD,Serie,24-Oct-22,NOX sensor wires exposed.,3,CHAST2,93572964,CPA,NOx sensor,42V,,NOX sensor wires exposed.,1
RWD,Serie,24-Oct-22,Lower sliding door creased.,3,TR3ST2,93572964,CPA,"Sliding door, right",I1,,Lower sliding door creased.,1
RWD,Serie,22-Oct-22,Front right door seal wavy along A-Pillar trim.,3,EVS,93545168,CPA,"Sealing frame, front door, right",I6,,Front right door seal wavy along A-Pillar trim.,1
RWD,Serie,22-Oct-22,Left side speaker cover on top of instrument panel not flush.,3,PACST4,93545168,CPA,"Cover, speaker",42U,,Left side speaker cover on top of instrument panel not flush.,1
RWD,Serie,22-Oct-22,PCV poorly applied causing issues with the position of the front right door seal.,3,SEAM03,93565802,CPA,"Front door, right",K7N,,PCV poorly applied causing issues with the position of the front right door seal.,1
RWD,Serie,22-Oct-22,Paint chipped on outside right B-pillar.,3,,93565802,CPA,"B-pillar, right",K8R,,Paint chipped on outside right B-pillar.,1
RWD,Serie,22-Oct-22,Rework visible around upper sliding door guide pin.,3,Z3RWK,93565802,CPA,"Guide pin, upper, sliding door, right",K7D,,Rework visible around upper sliding door guide pin.,1
RWD,Serie,6-Oct-22,Rear left wireway cover partially loose.,3,TR3ST1,93546307,CPA,Trunk/cargo area,385,,Rear left wireway cover partially loose.,1
RWD,Serie,23-Sep-22,Front inside left coat hanger hook screw not torqued properly.,3,TR4ST7,93513992,CPA,"Coat hanger hook, left",81E,,Front inside left coat hanger hook screw not torqued properly.,1
RWD,Serie,23-Sep-22,Sliding door making noise during test drive while driving on rough roads.,3,SLAST4,93513992,CPA,"Sliding door, right",367,,Sliding door making noise during test drive while driving on rough roads.,1
RWD,Serie,11-Nov-22,Fuel filler neck wire incorrectly routed.,3,CHAST9,93590347,CPA,Fuel tank,13,,Fuel filler neck wire incorrectly routed.,1
RWD,Serie,10-Nov-22,Touch mark on right side C-pillar from paint shop sliding door jig.,3,FININSPE,93584373,CPA,"C-pillar, right",99E,,Touch mark on right side C-pillar from paint shop sliding door jig.,1
RWD,Serie,20-Oct-22,Underbody battery cover not installed properly missing push pins.,3,TR5ST1,93564177,CPA,"Housing cover, battery box",42V,,Underbody battery cover not installed properly missing push pins.,1
RWD,Serie,22-Sep-22,Touch mark on right side C-pillar from paint shop sliding door jig.,3,FININSPE,93526424,CPA,"C-pillar, right",99E,,Touch mark on right side C-pillar from paint shop sliding door jig.,1
RWD,Serie,22-Sep-22,Valve cap missing from valve stem extension on right rear wheel.,3,SLAST1,93526424,CPA,Valve cap,C7,,Valve cap missing from valve stem extension on right rear wheel.,1
RWD,Serie,22-Sep-22,Tab on bottom of brake vacuum booster damaged.,3,MARST4,93526424,CPA,"Vacuum reservoir, brake system",991,,Tab on bottom of brake vacuum booster damaged.,1
RWD,Serie,9-Nov-22,Windshield washer fluid hose incorrectly routed at reservoir.,3,CHAST5,93582062,CPA,"Hose, windshield washing system",13,,Windshield washer fluid hose incorrectly routed at reservoir.,1
RWD,Serie,9-Nov-22,Front left door window making noise when raising and lowering.,3,FDPA1,93578706,CPA,"Side window, front door, left",GA,,Front left door window making noise when raising and lowering.,1
RWD,Serie,9-Nov-22,Touch mark on right side C-pillar from paint shop sliding door jig.,3,FININSPE,93578896,CPA,"C-pillar, right",99E,,Touch mark on right side C-pillar from paint shop sliding door jig.,1
RWD,Serie,9-Nov-22,Left side wiring harness not clipped to FEM.,3,CHAST5,93578896,CPA,"Wiring harness, engine compartment, left",38,,Left side wiring harness not clipped to FEM.,1
RWD,Serie,9-Nov-22,E-brake cover partially loose.,3,TR3ST3,93586816,CPA,"Cover, hand brake lever",42U,,E-brake cover partially loose.,1
RWD,Serie,9-Nov-22,Battery cable grommet not installed properly.,3,MARST4,93586816,CPA,Battery cable,42T,,Battery cable grommet not installed properly.,1
RWD,Serie,20-Oct-22,Exhaust tailpipe installed too close to underside of body.,3,CHAST1,93564177,CPA,Exhaust tail pipe,61L,,Exhaust tailpipe installed too close to underside of body.,1
RWD,Serie,20-Oct-22,,3,Analysis,93564177,CPA,Fuel filler flap,K9,,,1
RWD,Serie,20-Oct-22,Top front corner of right front door panel not flush.  Panel has a 5mm gap.,3,FDPA3,93564177,CPA,"Door trim, front door, right",42U,,Top front corner of right front door panel not flush.  Panel has a 5mm gap.,1
RWD,Serie,20-Oct-22,Trim above left front door not flush with left side B-pillar trim.,3,TR3ST6,93564177,CPA,"Cover, entrance, front door, left",42U,,Trim above left front door not flush with left side B-pillar trim.,1
RWD,Serie,20-Oct-22,Paint inclusion on right side of hood along the edge.,3,FININSPE,93554731,CPA,Engine hood,K1,,Paint inclusion on right side of hood along the edge.,1
RWD,Serie,21-Sep-22,Missing bolt cover for inner front left door panel.,3,FDPA3,93515880,CPA,"Door trim, front door, left",C7,,Missing bolt cover for inner front left door panel.,1
RWD,Serie,21-Sep-22,Far left instrument panel trim at A-pillar partially loose.,3,TR3ST8,93524312,CPA,"Cover, outer, left, instrument panel",385,,Far left instrument panel trim at A-pillar partially loose.,1
RWD,Serie,21-Sep-22,Thin paint on front side of driver seat box.,3,FININSPE,93524312,CPA,"Seat base, front seat, left",K7E,,Thin paint on front side of driver seat box.,1
RWD,Serie,8-Nov-22,Rear right door wiring harness boot flushness not ok against D-pillar.,3,TR1ST5,93567642,CPA,"Boot, wiring harness, right, trunk lid/rear-end door/liftgate",42U,,Rear right door wiring harness boot flushness not ok against D-pillar.,1
RWD,Serie,8-Nov-22,Differential pressure sensor hose making contact with EGR cooler.,3,CHAST4,93567642,CPA,"Hose, differential pressure sensor, right",221,,Differential pressure sensor hose making contact with EGR cooler.,1
RWD,Serie,20-Oct-22,Right side of rain sensor cover partially loose.,3,TR4ST8,93566040,CPA,"Control unit, rain sensor",385,,Right side of rain sensor cover partially loose.,1
RWD,Serie,3-Oct-22,Rear right door wiring harness boot partially loose at D-pillar.,3,TR1ST5,93525343,CPA,"Boot, wiring harness, right, trunk lid/rear-end door/liftgate",385,,Rear right door wiring harness boot partially loose at D-pillar.,1
RWD,Serie,3-Oct-22,Dent in on passenger door.,3,Z3DMOUN,93525343,CPA,"Front door, right",I2,,Dent in on passenger door.,1
RWD,Serie,3-Oct-22,Rear left entrance cover trim making contact with left D-pillar.,3,TR1ST7,93525343,CPA,Rear entrance,221,,Rear left entrance cover trim making contact with left D-pillar.,1
RWD,Serie,3-Oct-22,Air bag label on driver side sun visor damaged.,3,TR3ST7,93525343,CPA,Information label,991,,Air bag label on driver side sun visor damaged.,1
RWD,Serie,20-Sep-22,Transmission lines on bottom right frame rail bent .,3,CHAST5,93526135,CPA,Automatic transmission oil pipes,A5,,Transmission lines on bottom right frame rail bent .,1
RWD,Serie,20-Sep-22,Cannon plug wire not clipped to heat shield.,3,CHAST9,93526135,CPA,Engine harness,C77,,Cannon plug wire not clipped to heat shield.,1
RWD,Serie,20-Sep-22,Right side D-pillar trim damaged at top of grab handle.,3,TR4ST7,93521516,CPA,"Trim, D-pillar",991,,Right side D-pillar trim damaged at top of grab handle.,1
RWD,Serie,20-Sep-22,Two bolts for auxiliary heater rear blower not torqued.,3,TR2ST7,93521516,CPA,Heater,385,,Two bolts for auxiliary heater rear blower not torqued.,1
RWD,Serie,7-Nov-22,Parking brake cable not installed correctly to adjustment console.,3,CHAST1,93582328,CPA,"Brake cable, front, parking brake",51,,Parking brake cable not installed correctly to adjustment console.,1
RWD,Serie,7-Nov-22,Windshield washer fluid hose incorrectly routed at reservoir.,3,CHAST5,93565075,CPA,"Hose, windshield washing system",13,,Windshield washer fluid hose incorrectly routed at reservoir.,1
RWD,Serie,7-Nov-22,Paint chipped on inside bottom corner of fuel door.,3,BCCOAT,93565075,CPA,Fuel filler flap,K8R,,Paint chipped on inside bottom corner of fuel door.,1
RWD,Serie,19-Oct-22,Paint chipped on inside bottom corner of fuel door.,3,Analysis,93550218,CPA,Fuel filler flap,K8R,,Paint chipped on inside bottom corner of fuel door.,1
RWD,Serie,19-Oct-22,Rear inside right door handle not installed properly.,3,TR4ST8,93550218,CPA,"Door handle, rear-end door",99E,,Rear inside right door handle not installed properly.,1
RWD,Serie,19-Oct-22,Rework bleed through on bottom of sliding door.,3,PRIMINSP,93559318,CPA,"Sliding door, right",K7D,,Rework bleed through on bottom of sliding door.,1
RWD,Serie,19-Oct-22,Battery cable grommet not installed properly.,3,MARST4,93559318,CPA,Battery cable,42T,,Battery cable grommet not installed properly.,1
RWD,Serie,20-Sep-22,Emergency exit window fastener cover missing.,3,TR4ST3,93521516,CPA,"Emergency exit, side window",C7T,,Emergency exit window fastener cover missing.,1
RWD,Serie,4-Nov-22,Left sidewall panels not flush at C-pillar.,3,Z2SINNLH,93578680,CPA,"Sidewall, left",42U,,Left sidewall panels not flush at C-pillar.,1
RWD,Serie,4-Nov-22,Rear right taillight bolt not torqued properly causing taillight to be loose.,3,TR3ST4,93578680,CPA,Taillamp right,385,,Rear right taillight bolt not torqued properly causing taillight to be loose.,1
RWD,Serie,4-Nov-22,Sika seal on right side D-pillar to sidewall not applied properly.,3,SIKAAUT,93574937,CPA,D-pillar,76A,,Sika seal on right side D-pillar to sidewall not applied properly.,1
RWD,Serie,4-Nov-22,Weld splatter on left side cargo wall along pillar above left rear wheel well.,3,Z2SINNLH,93574937,CPA,"Sidewall, left, inner",423,,Weld splatter on left side cargo wall along pillar above left rear wheel well.,1
RWD,Serie,19-Sep-22,Rear right door wiring harness boot flushness not ok against D-pillar.,3,TR1ST5,93523777,CPA,"Boot, wiring harness, right, trunk lid/rear-end door/liftgate",42U,,Rear right door wiring harness boot flushness not ok against D-pillar.,1
RWD,Serie,19-Sep-22,Rear left taillight to body flushness not OK.,3,Z2SCOMLH,93523777,CPA,Taillamp left,42U,,Rear left taillight to body flushness not OK.,1
RWD,Serie,19-Sep-22,Right side of radio trim not flush.,3,PACST4,93523777,CPA,"Front plate, radio sets",42U,,Right side of radio trim not flush.,1
RWD,Serie,19-Sep-22,"Grab handle installed on cargo area partition wall, unit does not have code T77.",3,TR3ST6,93523777,CPA,"Partition wall, cargo area",P_12,,"Grab handle installed on cargo area partition wall, unit does not have code T77.",1
RWD,Serie,19-Sep-22,"Front left floor mat making contact with gas pedal causing indent in floormat, no interference with function of gas pedal.",3,CHAST8,93523777,CPA,"Floor mat, front, left",221,,"Front left floor mat making contact with gas pedal causing indent in floormat, no interference with function of gas pedal.",1
RWD,Serie,19-Sep-22,Front right air intake box seal not installed properly.,3,TR3ST4,93523777,CPA,Fresh air intake box,42V,,Front right air intake box seal not installed properly.,1
RWD,Serie,3-Nov-22,Cannon plug wire not clipped to heat shield.,3,CHAST9,93566800,CPA,Engine harness,C77,,Cannon plug wire not clipped to heat shield.,1
RWD,Serie,3-Nov-22,Engine EVAP hose not secured in C-clamp clip on harness bracket causing contact with the bracket.,3,EPAST2,93573921,CPA,Engine compartment,221,,Engine EVAP hose not secured in C-clamp clip on harness bracket causing contact with the bracket.,1
RWD,Serie,3-Nov-22,Touch mark on right side C-pillar from paint shop sliding door jig.,3,FININSPE,93573921,CPA,"C-pillar, right",99E,,Touch mark on right side C-pillar from paint shop sliding door jig.,1
RWD,Serie,3-Nov-22,Weld splatter in multiple areas on left side cargo wall.,3,Z2SCOMLH,93573921,CPA,"Sidewall, left, inner",423,,Weld splatter in multiple areas on left side cargo wall.,1
RWD,Serie,3-Nov-22,"Bottom right side of radio not clipped in properly, not flush with instrument panel.",3,RWKST1,93573921,CPA,Radio,42U,,"Bottom right side of radio not clipped in properly, not flush with instrument panel.",1
RWD,Serie,3-Nov-22,Wiring harness boot on left side underbody frame loose.,3,TR2ST7,93573921,CPA,"Wiring harness, body",38,,Wiring harness boot on left side underbody frame loose.,1
RWD,Serie,17-Oct-22,DEF line not secured in clip on underbody frame.,3,CHAST2,93563419,CPA,"Line, AdBlue(R)",C77,,DEF line not secured in clip on underbody frame.,1
RWD,Serie,17-Oct-22,Underbody battery cover not installed properly missing push pins.,3,TR5ST1,93563419,CPA,"Housing cover, battery box",42V,,Underbody battery cover not installed properly missing push pins.,1
RWD,Serie,17-Oct-22,Paint chipped on inside bottom corner of fuel door.,3,Analysis,93563419,CPA,Fuel filler flap,K8R,,Paint chipped on inside bottom corner of fuel door.,1
RWD,Serie,17-Oct-22,Paint chipped on inside bottom corner of fuel door.,3,Analysis,93564508,CPA,Fuel filler flap,K8R,,Paint chipped on inside bottom corner of fuel door.,1
RWD,Serie,15-Oct-22,Cannon plug wire not clipped to heat shield.,3,CHAST9,93557254,CPA,Engine harness,C77,,Cannon plug wire not clipped to heat shield.,1
RWD,Serie,15-Oct-22,Front right door paint chipped on the edge.,3,FDPA1,93557254,CPA,"Front door, right",K8R,,Front right door paint chipped on the edge.,1
RWD,Serie,28-Sep-22,E-brake wiring harness not routed correctly.,3,TR3ST3,93532620,CPA,Parking brake,13,,E-brake wiring harness not routed correctly.,1
RWD,Serie,16-Sep-22,Upper sliding door guide pin not adjusted properly causing it to damage the guide pin housing/run on key.,3,SLAST4,93517118,CPA,"Guide pin, upper, sliding door, right",99E,,Upper sliding door guide pin not adjusted properly causing it to damage the guide pin housing/run on key.,1
RWD,Serie,16-Sep-22,Left front RPM sensor wire not clipped to strut.,3,CHAST9,93517118,CPA,"Rpm sensor, left, front axle",C77,,Left front RPM sensor wire not clipped to strut.,1
RWD,Serie,16-Sep-22,Left rear door handle partially loose.,3,TR1ST6,93517118,CPA,"Door handle, rear-end door",385,,Left rear door handle partially loose.,1
RWD,Serie,16-Sep-22,Missing screw from windshield wiper motor bracket.,3,TR4ST4,93517118,CPA,"Wiper motor, front",C75,,Missing screw from windshield wiper motor bracket.,1
RWD,Serie,16-Sep-22,Rear bumper end piece missing bolt on left side.,3,TR4ST6,93517118,CPA,Bumper end piece,C75,,Rear bumper end piece missing bolt on left side.,1
RWD,Serie,16-Sep-22,Rattling noise coming from inside panel of right front door when window is down.,3,FDPA2,93517118,CPA,"Front door, right",36,,Rattling noise coming from inside panel of right front door when window is down.,1
RWD,Serie,3-Nov-22,Bottom left trailer hitch wire not tied properly. Making noise while driving.,3,TR5ST1,93577344,CPA,Trailer hitch,36,,Bottom left trailer hitch wire not tied properly. Making noise while driving.,1
RWD,Serie,3-Nov-22,Rear left brake line not routed through bleeder cap.,3,RAAST1,93577344,CPA,"Brake line, rear axle, left",13,,Rear left brake line not routed through bleeder cap.,1
RWD,Serie,3-Nov-22,Bottom front left RPM sensor wire not attached to front axle.,3,CHAST9,93577344,CPA,"Rpm sensor, left, front axle",C77,,Bottom front left RPM sensor wire not attached to front axle.,1
RWD,Serie,3-Nov-22,Rear left door Sprinter badge not positioned properly.,3,TR1ST1,93577344,CPA,"Model badge, left, trunk lid/rear-end door/liftgate",42V,,Rear left door Sprinter badge not positioned properly.,1
RWD,Serie,3-Nov-22,Rear NOx sensor wire not routed properly or in clips on heat shield.,3,CHAST9,93577344,CPA,NOx sensor,13,,Rear NOx sensor wire not routed properly or in clips on heat shield.,1
RWD,Serie,2-Nov-22,Pin hole in pvc seam seal at top of right-side D-pillar causing leak inside D-pillar.,3,SEAM06,93580660,CPA,D-pillar,K7V,,Pin hole in pvc seam seal at top of right-side D-pillar causing leak inside D-pillar.,1
RWD,Serie,2-Nov-22,Underbody wiring harness at attached to stud on left side frame rail.,3,TR2ST7,93580660,CPA,"Wiring harness, body",42V,,Underbody wiring harness at attached to stud on left side frame rail.,1
RWD,Serie,2-Nov-22,"Incorrect fuel door label installed, A0005849121.",3,CHAST8,93580660,CPA,Information label,C8,,"Incorrect fuel door label installed, A0005849121.",1
RWD,Serie,2-Nov-22,Upper rear right door has paint chip down to metal.,3,TR1ST5,93560670,CPA,"Rear-end door, right, inside",K8R,,Upper rear right door has paint chip down to metal.,1
RWD,Serie,15-Oct-22,Paint rework visible on right side C-pillar.,3,FININSPE,93563443,CPA,"C-pillar, right",K7D,,Paint rework visible on right side C-pillar.,1
RWD,Serie,14-Oct-22,Rear left entrance cover trim making contact with left D-pillar.,3,TR1ST7,93553048,CPA,Rear entrance,221,,Rear left entrance cover trim making contact with left D-pillar.,1
RWD,Serie,14-Oct-22,Battery cable grommet not installed properly.,3,MARST4,93553048,CPA,Battery cable,42T,,Battery cable grommet not installed properly.,1
RWD,Serie,14-Oct-22,4X4 badge on rear right door not aligned properly.,3,TR1ST1,93533412,CPA,"Model badge, right, trunk lid/rear-end door/liftgate",99E,,4X4 badge on rear right door not aligned properly.,1
RWD,Serie,27-Sep-22,Bottom front right brake wear sensor wires twisted.,3,FAAST1,93518801,CPA,"Rpm sensor, right, front axle",IC,,Bottom front right brake wear sensor wires twisted.,1
RWD,Serie,15-Sep-22,Windshield washer fluid hose incorrectly routed at reservoir.,3,CHAST5,93495232,CPA,"Hose, windshield washing system",13,,Windshield washer fluid hose incorrectly routed at reservoir.,1
RWD,Serie,15-Sep-22,Cannon plug wire attached to heat shield twisted.,3,CHAST2,93508059,CPA,Engine harness,IC,,Cannon plug wire attached to heat shield twisted.,1
RWD,Serie,2-Nov-22,Front left A-pillar trim not clipped in properly.,3,TR3ST8,93560670,CPA,"Cover, A-pillar, left",385,,Front left A-pillar trim not clipped in properly.,1
RWD,Serie,2-Nov-22,Leak at driver side triangle window.,3,FDPA1,93560670,CPA,"Sealing frame/bonding, triangular side window, A-pillar, left",04,,Leak at driver side triangle window.,1
RWD,Serie,2-Nov-22,Right side of rain sensor cover partially loose.,3,TR4ST8,93560670,CPA,"Control unit, rain sensor",385,,Right side of rain sensor cover partially loose.,1
RWD,Serie,2-Nov-22,Rear bumper right side distance sensor partially loose.,3,TR4ST9,93561009,CPA,"Distance sensor, rear bumper, right, outside",385,,Rear bumper right side distance sensor partially loose.,1
RWD,Serie,2-Nov-22,Excessive sealant on lower inside B-pillar by sliding door.,3,PVCCLEAN,93561009,CPA,"B-pillar, right, inner",B1R,,Excessive sealant on lower inside B-pillar by sliding door.,1
RWD,Serie,14-Oct-22,Crash pad not installed properly.,3,TR3ST6,93533412,CPA,Trunk/cargo area,99E,,Crash pad not installed properly.,1
